,Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Claim Type,Claim Site,Item Category,Close Amount,Disposition
6165,2016040830451,2016-03-23 00:00:00,3/5/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
6166,2016040530393,2016-03-21 00:00:00,3/6/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,ng Equipment & Supplies; Sporting Equipment & S,0,Deny
6167,2016040530339,2016-03-21 00:00:00,3/12/2016 6:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,0,Deny
6168,2016052031540,2016-05-05 00:00:00,4/14/2016 11:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checkpoint,Currency,0,Deny
6169,2016050531113,2016-04-19 00:00:00,4/17/2016 12:15,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Cosmetics & Grooming,0,Deny
6170,2016052331645,2016-05-10 00:00:00,5/1/2016 14:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
6171,2016060231956,2016-05-19 00:00:00,5/2/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
6172,2016060932111,2016-06-01 00:00:00,5/31/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Other,0,Deny
6173,2016102034928,2016-09-12 00:00:00,8/15/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Hunting & Fishing Items,0,Deny
6174,2016050231003,2016-04-15 00:00:00,3/3/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checkpoint,Personal Electronics,-,-
6175,2016060732070,2016-05-31 00:00:00,5/3/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Medical/Science,-,-
6176,2016081233038,2016-07-05 00:00:00,6/29/2016 19:30,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checkpoint,Personal Electronics,-,-
6177,2016101434672,2016-08-24 00:00:00,7/9/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Computer & Accessories; Computer & Accessories,-,-
6178,2016100434340,2016-08-10 00:00:00,7/9/2016 7:30,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6179,2016083033399,2016-07-20 00:00:00,7/16/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Clothing,-,-
6180,2016090133426,2016-07-19 00:00:00,7/16/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
6181,2016092733917,2016-08-08 00:00:00,7/21/2016 10:45,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
6182,2016110235471,2016-10-06 00:00:00,7/24/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Computer & Accessories,-,-
6183,2016092033649,2016-08-24 00:00:00,7/29/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Computer & Accessories,-,-
6184,2016101334656,2016-08-29 00:00:00,8/3/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,-,-
6187,2016100334247,2016-08-17 00:00:00,8/14/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checkpoint,Household Items,-,-
6188,2016103135386,2016-10-31 00:00:00,8/16/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
6189,2016102835366,2016-09-28 00:00:00,8/29/2016 14:30,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
6190,2016101834807,2016-08-31 00:00:00,8/31/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
6191,2016103135387,2016-10-03 00:00:00,9/2/2016 10:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checkpoint,Computer & Accessories,-,-
6192,2016102535169,2016-09-21 00:00:00,9/12/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Clothing,-,-
6193,2016102835346,2016-09-29 00:00:00,9/19/2016 7:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
6194,2016111835806,2016-10-18 00:00:00,9/22/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
6195,2016121636001,2016-10-25 00:00:00,9/26/2016 16:45,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Personal Electronics,-,-
6196,2016110835642,2016-10-05 00:00:00,9/29/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6197,2016110935697,2016-10-17 00:00:00,10/6/2016 18:30,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6198,2016110735585,2016-10-11 00:00:00,10/9/2016 10:40,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checkpoint,Personal Electronics,-,-
6199,2017011136462,2016-11-09 00:00:00,10/9/2016 10:40,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checkpoint,Personal Electronics,-,-
6200,2017011136463,2017-01-11 00:00:00,10/13/2016 15:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses; Food & Drink,-,-
6201,2016123036191,2016-11-14 00:00:00,10/18/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Other,-,-
6202,2017011736580,2016-11-15 00:00:00,10/18/2016 17:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6203,2017011836673,2017-01-18 00:00:00,10/22/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checkpoint,Home Decor,-,-
6204,2017013037042,2016-12-12 00:00:00,10/28/2016 20:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
6205,2017010936390,2016-11-16 00:00:00,10/30/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Travel Accessories,-,-
6206,2017010336198,2017-01-03 00:00:00,10/30/2016 14:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Other,Personal Electronics,-,-
6207,2017011736571,2016-11-25 00:00:00,11/9/2016 14:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checkpoint,Personal Electronics,-,-
6208,2017011936733,2016-11-29 00:00:00,11/9/2016 16:10,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Food & Drink,-,-
6209,2017011936709,2016-11-23 00:00:00,11/10/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
6210,2017012336770,2016-12-15 00:00:00,11/13/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checkpoint,Currency,-,-
6211,2017012436798,2016-12-15 00:00:00,11/13/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checkpoint,Currency,-,-
6212,2017013137075,2016-12-19 00:00:00,11/19/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checkpoint,Personal Electronics,-,-
6215,2017021037454,2017-01-05 00:00:00,11/24/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
6216,2017012636944,2016-12-05 00:00:00,11/25/2016 17:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Computer & Accessories; Cosmetics & Grooming,-,-
6217,2017021337486,2016-12-20 00:00:00,12/3/2016 7:30,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches,-,-
6218,2017013037026,2017-01-30 00:00:00,12/7/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Crafting & Hobby,-,-
6219,2017020837386,2016-12-20 00:00:00,12/8/2016 4:30,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,"Books, Magazines & Other",-,-
6220,2017020837384,2017-02-08 00:00:00,12/20/2016 14:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,udio/Video; Cameras; Clothing; Personal Electronic,-,-
6221,2017020737355,2016-12-31 00:00:00,12/28/2016 15:00,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming;,-,-
6222,2016042030696,2016-04-01 00:00:00,3/28/2016 17:30,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,,225,Settle
6223,2016052531735,2016-05-13 00:00:00,3/30/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checkpoint,Computer & Accessories,500,Settle
6224,2016051331307,2016-04-27 00:00:00,4/20/2016 7:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Hunting & Fishing Items,1300,Settle
6225,2016082433278,2016-07-13 00:00:00,6/5/2016 14:24,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Home Decor,19.99,Settle
6226,2016101834815,2016-09-09 00:00:00,7/26/2016 14:50,MSP,Minneapolis/ St.Paul International Airport,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Travel Accessories,56.22,Settle
6227,2016092133714,2016-09-01 00:00:00,7/31/2016 0:00,MSP,Minneapolis/ St.Paul International Airport,Property Damage,Checked Baggage,Baggage/Cases/Purses,12.5,Settle
6228,2016031729839,2016-03-02 00:00:00,2/25/2016 7:46,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Clothing,-,-
6229,2016091233523,2016-07-25 00:00:00,7/14/2016 0:00,MSY,New Orleans International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6230,2016102134963,2016-09-15 00:00:00,8/30/2016 0:00,MSY,New Orleans International,Passenger Property Loss,Checkpoint,Jewelry & Watches,-,-
6231,2017011036417,2016-11-30 00:00:00,11/6/2016 9:55,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Medical/Science,-,-
6232,2017011136442,2016-12-12 00:00:00,12/11/2016 0:00,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,-,-,-
6233,2016022429079,2016-02-01 00:00:00,1/16/2016 7:46,MSY,New Orleans International,Property Damage,Checked Baggage,Baggage/Cases/Purses,105.99,Approve in Full
6234,2016030729391,2016-02-08 00:00:00,1/24/2016 0:00,MSY,New Orleans International,Property Damage,Checkpoint,Personal Electronics,101.91,Approve in Full
6235,2016040430298,2016-03-14 00:00:00,2/17/2016 6:30,MSY,New Orleans International,Property Damage,Checked Baggage,Clothing; Jewelry & Watches,153.56,Approve in Full
6236,2016041930647,2016-03-31 00:00:00,3/4/2016 0:00,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Clothing; Cosmetics & Grooming,32,Approve in Full
6237,2016042630812,2016-04-06 00:00:00,3/15/2016 12:00,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Other,282,Approve in Full
6238,2016041930638,2016-04-01 00:00:00,3/20/2016 6:30,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Travel Accessories,25.04,Approve in Full
6239,2016052331618,2016-05-02 00:00:00,5/1/2016 13:00,MSY,New Orleans International,Property Damage,Checked Baggage,Personal Electronics,69.99,Approve in Full
6240,2016082233179,2016-07-05 00:00:00,5/9/2016 9:30,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Travel Accessories,8.75,Approve in Full
6241,2016061532234,2016-06-15 00:00:00,5/23/2016 12:30,MSY,New Orleans International,Property Damage,Checkpoint,Personal Accessories,70,Approve in Full
6242,2016082233184,2016-07-07 00:00:00,6/23/2016 0:00,MSY,New Orleans International,Property Damage,Checked Baggage,Baggage/Cases/Purses,273.41,Approve in Full
6243,2016082433275,2016-07-13 00:00:00,6/28/2016 5:00,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Travel Accessories,10.5,Approve in Full
6244,2016082633359,2016-07-13 00:00:00,7/9/2016 0:00,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Travel Accessories,9.44,Approve in Full
6245,2016083133410,2016-07-19 00:00:00,7/12/2016 5:45,MSY,New Orleans International,Property Damage,Checked Baggage,Hunting & Fishing Items,179.98,Approve in Full
6246,2016102034952,2016-09-12 00:00:00,8/12/2016 0:00,MSY,New Orleans International,Property Damage,Checked Baggage,Clothing,120,Approve in Full
6247,2016102135002,2016-09-06 00:00:00,8/26/2016 0:00,MSY,New Orleans International,Property Damage,Checked Baggage,Computer & Accessories,300,Approve in Full
6248,2016012728577,2016-01-12 00:00:00,1/3/2016 17:19,MSY,New Orleans International,Property Damage,Checkpoint,Computer & Accessories,1002,-
6249,2016061032156,2016-06-10 00:00:00,5/25/2016 0:00,MSY,New Orleans International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6250,2016093034174,2016-08-09 00:00:00,8/7/2016 0:00,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,osmetics & Grooming; Jewelry & Watches; Jewelry,-,-
6251,2016031029547,2016-02-18 00:00:00,2/15/2016 17:15,MSY,New Orleans International,Property Damage,Checked Baggage,Clothing,0,Deny
6252,2016032229947,2016-02-29 00:00:00,2/16/2016 0:00,MSY,New Orleans International,Property Damage,Checked Baggage,Clothing,0,Deny
6254,2016040430330,2016-03-17 00:00:00,2/29/2016 0:00,MSY,New Orleans International,Property Damage,Checked Baggage,Computer & Accessories,0,Deny
6255,2016053131899,2016-05-31 00:00:00,3/19/2016 20:00,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
6256,2016042830959,2016-04-11 00:00:00,3/22/2016 0:00,MSY,New Orleans International,Property Damage,Checked Baggage,Personal Electronics,0,Deny
6257,2016042130727,2016-04-04 00:00:00,3/29/2016 17:30,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Clothing,0,Deny
6258,2016050531087,2016-05-05 00:00:00,4/8/2016 0:00,MSY,New Orleans International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
6259,2016050531124,2016-04-20 00:00:00,4/14/2016 16:00,MSY,New Orleans International,Property Damage,Checkpoint,-,0,Deny
6260,2016082233175,2016-07-08 00:00:00,4/16/2016 22:50,MSY,New Orleans International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
6261,2016051731401,2016-05-04 00:00:00,4/19/2016 17:00,MSY,New Orleans International,Passenger Property Loss,Checkpoint,-,0,Deny
6262,2016052731856,2016-05-16 00:00:00,5/7/2016 9:00,MSY,New Orleans International,Property Damage,Checked Baggage,Baggage/Cases/Purses,0,Deny
6263,2016071432687,2016-06-21 00:00:00,6/6/2016 9:15,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Cosmetics & Grooming,0,Deny
6264,2016071932797,2016-06-23 00:00:00,6/14/2016 4:40,MSY,New Orleans International,Passenger Property Loss,Checkpoint,Personal Accessories,0,Deny
6265,2016092133656,2016-07-21 00:00:00,7/4/2016 10:00,MSY,New Orleans International,Property Damage,Checked Baggage,Clothing,0,Deny
6266,2016092633847,2016-08-02 00:00:00,7/27/2016 0:00,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,0,Deny
6267,2017012636939,2016-11-30 00:00:00,2/3/2016 19:00,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Clothing,-,-
6268,2017010436290,2016-11-04 00:00:00,3/19/2016 14:13,MSY,New Orleans International,Property Damage,Checked Baggage,"Books, Magazines & Other",-,-
6269,2016100434341,2016-08-11 00:00:00,6/19/2016 18:00,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,utomobile Parts & Accessories; Other; Other; Oth,-,-
6270,2016080432960,2016-06-28 00:00:00,6/26/2016 0:00,MSY,New Orleans International,Property Damage,Checkpoint,Baggage/Cases/Purses,-,-
6271,2016101434678,2016-09-07 00:00:00,7/5/2016 8:30,MSY,New Orleans International,Property Damage,Checked Baggage,Home Decor,-,-
6272,2016092834044,2016-08-12 00:00:00,7/23/2016 0:00,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Jewelry & Watches; Jewelry & Watches,-,-
6273,2016092633884,2016-08-01 00:00:00,7/28/2016 0:00,MSY,New Orleans International,Property Damage,Checked Baggage,Computer & Accessories,-,-
6274,2016100634484,2016-09-02 00:00:00,7/28/2016 11:00,MSY,New Orleans International,Passenger Property Loss,Checkpoint,Personal Electronics,-,-
6275,2016100734558,2016-08-29 00:00:00,8/8/2016 15:10,MSY,New Orleans International,Property Damage,Checked Baggage,Baggage/Cases/Purses,-,-
6276,2016102134981,2016-09-19 00:00:00,8/10/2016 0:00,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Baggage/Cases/Purses,-,-
6277,2016100734528,2016-08-23 00:00:00,8/13/2016 0:00,MSY,New Orleans International,Personal Injury,Checkpoint,-,-,-
6278,2016100334265,2016-08-19 00:00:00,8/16/2016 11:20,MSY,New Orleans International,Property Damage,Checked Baggage,Clothing,-,-
6279,2016100534364,2016-08-25 00:00:00,8/19/2016 0:00,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Computer & Accessories; Cosmetics & Grooming,-,-
6280,2016102635187,2016-09-20 00:00:00,9/14/2016 14:32,MSY,New Orleans International,Passenger Property Loss,Checkpoint,Computer & Accessories,-,-
6281,2016110135440,2016-10-06 00:00:00,9/30/2016 15:20,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Medical/Science,-,-
6282,2016102835375,2016-10-03 00:00:00,10/1/2016 5:40,MSY,New Orleans International,Passenger Property Loss,Checked Baggage,Audio/Video,-,-
6283,2016120935956,2016-10-19 00:00:00,10/17/2016 0:00,MSY,New Orleans International,Property Damage,Checkpoint,Computer & Accessories,-,-
